FID,pop
4557,345388.8519
4558,535773.997
4559,1277161.893
4560,639915.5135
4561,549877.0166
4562,500783.172
4563,369077.1776
4564,358992.2461
4565,210955.447
4566,348055.406
4567,221555.5315
4568,784489.1768
4569,293029.9914
4570,216244.5939
4571,100740.1725
4572,203589.1377
4573,110102.7461
4574,99164.8941
4575,117064.1614
4576,126845.5044
4577,356836.9017
4578,73023.6272
4579,222013.4963
4580,103256.2581
4581,493764.5116
4582,166087.5034
4583,1929.8806
4584,0
4585,0
4586,0
4587,0
4588,0
4589,0
4590,0
4591,0
4592,0
4593,0
4594,0
4595,0
4596,0
4597,0
4598,0
4599,0
4600,0
4601,0
4602,0
4603,0
4604,0
4605,0
4606,0
4607,0
4608,0
4609,0
4610,0
4611,0
4612,0
4613,0
4614,0
4615,0
4616,0
4617,0
4618,0
4619,0
4620,0
4621,0
4622,0
4623,0
4624,0
4625,0
4626,0
4627,0
4628,0
4629,0
4630,0
4631,0
4632,0
4633,0
4634,0
4635,0
4636,0
4637,0
4638,0
4639,0
4640,0
4641,197.5041
4642,0
4643,0
4644,0
4645,0
4646,0
4647,0
4648,0
4649,0
4650,0
4651,0
4652,0
4653,0
4654,0
4655,0
4656,0
4657,0
4658,0
4659,0
4660,0
4661,0
4662,0
4663,0
4664,0
4665,0
4666,348.4244
4667,5511.4346
4668,19093.1516
4669,15557.6382
4670,29761.0748
4671,50746.4828
4672,8187.5281
4673,15681.0226
4674,24057.1961
4675,46926.8839
4676,30450.5337
4677,476163.5235
4678,197763.1623
4679,178588.9962
4680,102021.7078
4681,163097.2274
4682,164287.9066
4683,275833.536
4684,297777.215
4685,372865.7251
4686,213777.7478
4687,303810.2686
4688,355604.6733
4689,396959.6673
4690,206193.4533
4691,297580.7941
4692,308817.5798
4693,209713.7968
4694,331374.9719
4695,86566.3092
4696,333494.8361
4697,285871.3317
4698,302331.304
4699,252765.6261
4700,361187.829
4701,170383.6765
4702,817615.1705
4703,722542.3532
4704,995010.8716
4705,634816.8784
4706,439702.6817
4707,463034.21
4708,737508.4563
4709,1018015.727
4710,161542.4772
4711,230588.6529
4712,319134.3055
4713,322830.1798
4714,226802.4204
4715,160937.5587
4716,212707.7368
4717,237611.7328
4718,110192.3604
4719,55669.4499
4720,69621.5603
4721,216624.3948
4722,113062.8989
4723,107843.3835
4724,84698.9817
4725,303177.9994
4726,311457.8141
4727,7420.948
4728,0
4729,0
4730,0
4731,0
4732,0
4733,0
4734,0
4735,0
4736,0
4737,0
4738,0
4739,0
4740,0
4741,0
4742,0
4743,0
4744,0
4745,0
4746,0
4747,0
4748,0
4749,0
4750,0
4751,0
4752,0
4753,0
4754,0
4755,0
4756,0
4757,0
4758,0
4759,0
4760,0
4761,0
4762,0
4763,0
4764,0
4765,0
4766,0
4767,0
4768,0
4769,0
4770,0
4771,0
4772,0
4773,0
4774,0
4775,0
4776,0
4777,0
4778,0
4779,0
4780,0
4781,0
4782,0
4783,0
4784,0
4785,6039.5692
4786,552.7781
4787,0
4788,0
4789,0
4790,0
4791,0
4792,0
4793,1357.9957
4794,2786.9043
4795,1380.7825
4796,58.5977
4797,0
4798,0
4799,0
4800,0
4801,0
4802,0
4803,0
4804,0
4805,0
4806,0
4807,125.7466
4808,129.4148
4809,29.5156
4810,62.6206
4811,5450.9014
4812,9573.4168
4813,7993.7417
4814,7922.6658
4815,3656.0306
4816,3195.6119
4817,7575.0502
4818,12863.7757
4819,7487.8513
4820,40184.3336
4821,239475.4277
4822,127420.1171
4823,130278.4926
4824,123043.6968
4825,221268.8167
4826,170407.5589
4827,255299.2554
4828,519604.9995
4829,306812.7431
4830,408254.75
4831,67694.2961
4832,313637.7913
4833,182347.1227
4834,261152.8014
4835,127951.0165
4836,149509.3853
4837,236855.3872
4838,222122.4048
4839,139847.9632
4840,275548.5603
4841,195068.1195
4842,307914.4902
4843,372926.5838
4844,260051.3287
4845,174661.7505
4846,286192.6488
4847,363562.254
4848,453836.2687
4849,466704.8241
4850,1098377.693
4851,1890579.092
4852,369882.6833
4853,817341.2744
4854,770075.9364
4855,433919.0488
4856,795443.9528
4857,325102.2334
4858,218209.1684
4859,279942.0885
4860,178655.325
4861,286904.8523
4862,93652.0711
4863,233634.0497
4864,65539.4733
4865,200029.2453
4866,108049.3238
4867,118788.9576
4868,124779.8163
4869,372788.6148
4870,207881.4718
4871,178283.5466
4872,1197.0936
4873,0
4874,0
4875,0
4876,0
4877,0
4878,0
4879,0
4880,0
4881,0
4882,0
4883,0
4884,0
4885,0
4886,0
4887,0
4888,0
4889,0
4890,0
4891,0
4892,0
4893,0
4894,0
4895,0
4896,0
4897,0
4898,0
4899,0
4900,0
4901,0
4902,0
4903,0
4904,0
4905,0
4906,0
4907,0
4908,0
4909,0
4910,0
4911,0
4912,0
4913,0
4914,0
4915,0
4916,0
4917,0
4918,0
4919,0
4920,0
4921,0
4922,0
4923,0
4924,0
4925,0
4926,36.8793
4927,9.3437
4928,0
4929,1003.793
4930,3502.9342
4931,218.7496
4932,0
4933,0
4934,884.7753
4935,3207.8042
4936,1943.395
4937,3001.2911
4938,3018.9756
4939,5755.6194
4940,2920.6915
4941,260.3442
4942,0
4943,0
4944,0
4945,0
4946,0
4947,0
4948,0
4949,56.586
4950,674.6044
4951,4871.103
4952,3658.3444
4953,2199.1967
4954,2416.8795
4955,4986.465
4956,8966.71
4957,16696.8619
4958,6933.3951
4959,7197.2328
4960,8299.5727
4961,7545.1129
4962,9387.6866
4963,5157.9349
4964,24045.7291
4965,118540.7983
4966,195128.7019
4967,64908.3696
4968,47025.3988
4969,86997.2205
4970,234241.7038
4971,370127.5143
4972,859768.38
4973,516449.6077
4974,464796.8524
4975,370665.4807
4976,92587.1484
4977,229487.9084
4978,177252.2583
4979,184150.0354
4980,175961.9672
4981,176537.6558
4982,283933.9793
4983,189387.1425
4984,325085.6146
4985,344785.8807
4986,229860.3052
4987,184991.5735
4988,159779.7575
4989,113672.8779
4990,281924.543
4991,243217.6678
4992,353327.6966
4993,768162.5838
4994,1760917.005
4995,3073873.407
4996,541392.7319
4997,314606.9206
4998,422731.2292
4999,355958.9914
5000,253749.3588
5001,595939.5011
5002,530758.2664
5003,392852.67
5004,907221.2433
5005,257324.2919
5006,96719.5507
5007,33937.981
5008,165434.2539
5009,76257.6332
5010,116569.7167
5011,141835.5145
5012,98219.2229
5013,175072.1213
5014,378558.0366
5015,980419.284
5016,13812.4841
5017,220.4955
5018,0
5019,0
5020,0
5021,0
5022,0
5023,0
5024,0
5025,0
5026,0
5027,0
5028,0
5029,0
5030,0
5031,0
5032,0
5033,0
5034,0
5035,0
5036,0
5037,0
5038,0
5039,0
5040,0
5041,0
5042,0
5043,0
5044,0
5045,0
5046,0
5047,0
5048,0
5049,0
5050,0
5051,0
5052,0
5053,0
5054,0
5055,0
5056,0
5057,0
5058,0
5059,0
5060,0
5061,0
5062,0
5063,0
5064,0
5065,90.2044
5066,350.0758
5067,73.7179
5068,797.425
5069,5020.4454
5070,2722.9287
5071,2504.9918
5072,3026.3827
5073,2844.9332
5074,4275.7112
5075,2840.1645
5076,783.3608
5077,839.5746
5078,5714.6323
5079,8839.275
5080,6133.0463
5081,2582.4472
5082,8276.7714
5083,14830.1142
5084,4157.869
5085,497.3014
5086,624.2567
5087,583.8238
5088,0
5089,0
5090,0
5091,0
5092,0
5093,0.1627
5094,369.1845
5095,1676.9695
5096,457.2133
5097,2732.458
5098,2287.7661
5099,2698.6725
5100,8402.7319
5101,10503.8958
5102,11023.3004
5103,26239.0347
5104,14783.6423
5105,5919.614
5106,4961.1118
5107,12374.7803
5108,13413.259
5109,9254.0432
5110,32470.7555
5111,175332.8878
5112,39469.7175
5113,146193.5524
5114,216351.8567
5115,247151.0149
5116,395296.5872
5117,593148.1944
5118,1175477.572
5119,701329.9813
5120,356248.6528
5121,493654.8794
5122,391018.8375
5123,104533.7673
5124,161189.6501
5125,102449.5522
5126,116657.7765
5127,189881.2219
5128,167496.953
5129,211565.7
5130,139169.7086
5131,79012.697
5132,79990.7266
5133,110902.6468
5134,172593.6081
5135,352865.5074
5136,605760.4854
5137,1008047.73
5138,809053.3
5139,363890.4886
5140,336786.8767
5141,160935.8285
5142,143272.7956
5143,215591.9145
5144,376401.6778
5145,680342.8032
5146,932373.5786
5147,818721.3962
5148,539992.382
5149,615530.3646
5150,421905.7278
5151,205964.5961
5152,127361.6545
5153,59956.6555
5154,155621.8954
5155,113311.2389
5156,45303.227
5157,99653.7896
5158,355910.3197
5159,2634992.183
5160,149490.5921
5161,3401.8818
5162,0
5163,0
5164,0
5165,0
5166,0
5167,0
5168,0
5169,0
5170,0
5171,0
5172,0
5173,0
5174,0
5175,0
5176,0
5177,0
5178,0
5179,0
5180,0
5181,0
5182,0
5183,0
5184,0
5185,0
5186,0
5187,0
5188,0
5189,0
5190,0
5191,0
5192,0
5193,0
5194,0
5195,0
5196,0
5197,0
5198,0
5199,0
5200,0
5201,0
5202,0
5203,0
5204,0
5205,0
5206,0
5207,0
5208,0
5209,2961.703
5210,3915.8309
5211,659.8989
5212,4454.519
5213,4210.8256
5214,6941.7616
5215,7519.7184
5216,4788.5325
5217,2441.1442
5218,3551.4913
5219,7308.0367
5220,7643.159
5221,2128.4523
5222,5191.7375
5223,7386.4388
5224,2609.3362
5225,5946.7564
5226,8652.463
5227,4325.5135
5228,5897.3756
5229,6777.2293
5230,1926.4098
5231,2565.5502
5232,864.0605
5233,0
5234,805.0066
5235,1696.4929
5236,26.0603
5237,27.6622
5238,186.6708
5239,1762.7958
5240,2050.2697
5241,1214.8571
5242,2361.6319
5243,2651.3887
5244,10225.5753
5245,16280.1212
5246,9961.8223
5247,3848.8482
5248,3707.5764
5249,2862.0295
5250,5652.5598
5251,5021.1132
5252,1305.4962
5253,20902.0115
5254,125881.0639
5255,155864.5463
5256,165722.4848
5257,247010.8053
5258,605988.398
5259,417447.3793
5260,1017619.752
5261,833645.0423
5262,1049512.702
5263,869504.7883
5264,808780.7544
5265,714898.2185
5266,250477.9563
5267,329499.8699
5268,154071.3996
5269,204293.2708
5270,129180.733
5271,120379.6614
5272,108118.2615
5273,125352.146
5274,235313.7755
5275,163819.0834
5276,307072.6954
5277,115587.9634
5278,446646.2115
5279,1194308.23
5280,519285.1402
5281,561015.1568
5282,318778.1292
5283,628311.7158
5284,429093.6707
5285,252728.5557
5286,70711.7915
5287,109031.0287
5288,118742.1459
5289,405078.6253
5290,3704986.444
5291,621196.9766
5292,544052.8793
5293,412826.0066
5294,400241.5289
5295,478597.7646
5296,1275159.011
5297,401261.5953
5298,24458.8988
5299,104829.046
5300,127416.8542
5301,48059.2387
5302,230626.055
5303,3665249.03
5304,1835230.629
5305,179937.6805
5306,0
5307,0
5308,0
5309,0
5310,0
5311,0
5312,0
5313,0
5314,0
5315,0
5316,0
5317,0
5318,0
5319,0
5320,0
5321,0
5322,0
5323,0
5324,0
5325,0
5326,0
5327,0
5328,0
5329,0
5330,0
5331,0
5332,0
5333,0
5334,0
5335,0
5336,0
5337,0
5338,0
5339,0
5340,0
5341,0
5342,0
5343,0
5344,0
5345,0
5346,0
5347,0
5348,0
5349,0
5350,0
5351,149.7279
5352,4519.3784
5353,888.2383
5354,2151.6873
5355,5138.6537
5356,5101.3947
5357,13219.1293
5358,9004.4645
5359,12170.005
5360,4110.8497
5361,7141.8398
5362,19298.2007
5363,26333.6587
5364,28524.3037
5365,6019.803
5366,8141.9937
5367,12150.6248
5368,20502.4486
5369,60711.7705
5370,22400.9417
5371,13248.7281
5372,11929.288
5373,6130.4069
5374,2657.9152
5375,4874.1334
5376,9472.8046
5377,7061.425
5378,1813.198
5379,6470.3803
5380,860.543
5381,368.3942
5382,758.1725
5383,3762.3947
5384,2628.7853
5385,6908.869
5386,11879.9928
5387,7396.9861
5388,15365.3676
5389,8300.9658
5390,4664.0566
5391,2076.7634
5392,3806.0953
5393,10700.6835
5394,7321.3201
5395,8459.6777
5396,5281.4137
5397,44690.2771
5398,121159.9822
5399,134543.2092
5400,84007.475
5401,1020142.829
5402,551531.3625
5403,427051.4682
5404,725880.9073
5405,1088270.661
5406,445838.5313
5407,675178.5302
5408,856955.7029
5409,4803161.667
5410,321142.4111
5411,631038.3337
5412,116103.1702
5413,101039.499
5414,195449.3917
5415,299466.828
5416,139141.2585
5417,410166.1485
5418,140248.7461
5419,249159.5162
5420,207821.0882
5421,282167.5712
5422,279905.4163
5423,343116.3116
5424,628797.1491
5425,676860.4023
5426,463977.4637
5427,1004080.282
5428,413043.213
5429,319157.8518
5430,246785.073
5431,274388.5299
5432,60205.7342
5433,304274.1687
5434,464639.4933
5435,163857.4264
5436,658546.6174
5437,842864.781
5438,343545.9697
5439,156682.6952
5440,566975.669
5441,640433.9081
5442,99324.5683
5443,147834.1855
5444,196154.6533
5445,455232.8765
5446,106766.211
5447,209204.7646
5448,699404.7788
5449,1070199.277
5450,162609.4
5451,0
5452,0
5453,0
5454,0
5455,0
5456,0
5457,0
5458,0
5459,0
5460,0
5461,0
5462,0
5463,0
5464,0
5465,0
5466,0
5467,0
5468,0
5469,0
5470,0
5471,0
5472,0
5473,0
5474,0
5475,0
5476,0
5477,0
5478,0
5479,0
5480,0
5481,0
5482,0
5483,0
5484,0
5485,0
5486,0
5487,0
5488,0
5489,0
5490,0
5491,0
5492,0
5493,0
5494,93.4995
5495,466.6367
5496,1538.9524
5497,1994.0574
5498,3401.1245
5499,3760.1309
5500,4345.505
5501,2517.0678
5502,16062.4777
5503,18289.1801
5504,13849.7351
5505,17197.3866
5506,102289.6378
5507,31708.7233
5508,31824.0445
5509,22345.144
5510,19020.3326
5511,44310.1078
5512,23675.735
5513,12155.8246
5514,7861.8092
5515,4010.9802
5516,503.9157
5517,2634.8444
5518,1226.2853
5519,2144.0243
5520,37796.7067
5521,17016.2705
5522,1500.8947
5523,2647.1271
5524,11571.282
5525,3613.754
5526,863.9902
5527,4024.9357
5528,2890.4391
5529,10033.6611
5530,7349.905
5531,8476.0479
5532,9899.2743
5533,21428.2404
5534,2177.2952
5535,2164.3137
5536,42675.5546
5537,10042.6228
5538,18752.1951
5539,12665.5244
5540,15965.3193
5541,107721.0382
5542,11229.7837
5543,288372.9311
5544,511505.8914
5545,443056.5338
5546,714510.2286
5547,737297.3003
5548,617029.8624
5549,456683.5438
5550,477654.8814
5551,378603.9665
5552,923971.104
5553,794014.6208
5554,615514.1278
5555,558813.2885
5556,442066.7971
5557,236956.191
5558,111773.4938
5559,93913.9307
5560,167966.825
5561,94499.9753
5562,74998.6595
5563,92508.5203
5564,55759.6893
5565,208249.8304
5566,478506.7216
5567,793483.4205
5568,441067.8799
5569,664242.6326
5570,427199.3333
5571,711695.5132
5572,222435.1939
5573,320976.315
5574,110532.3927
5575,104069.3042
5576,243660.3522
5577,164337.6066
5578,377120.3849
5579,478238.3577
5580,439863.0579
5581,593337.9919
5582,271517.8095
5583,244254.803
5584,100760.0566
5585,322579.2773
5586,734434.0054
5587,241420.7918
5588,166441.6722
5589,907256.2613
5590,233758.7614
5591,115650.6738
5592,361207.3459
5593,2667737.234
5594,40267.7458
5595,0
5596,0
5597,0
5598,0
5599,0
5600,0
5601,0
5602,0
5603,0
5604,0
5605,0
5606,0
5607,0
5608,0
5609,0
5610,0
5611,0
5612,0
5613,0
5614,0
5615,0
5616,0
5617,0
5618,0
5619,0
5620,0
5621,0
5622,0
5623,0
5624,0
5625,0
5626,0
5627,0
5628,0
5629,0
5630,0
5631,0
5632,0
5633,0
5634,0
5635,0
5636,0
5637,0.8846
5638,156.7434
5639,402.1048
5640,3370.7803
5641,1744.1732
5642,3282.5724
5643,2444.9811
5644,9077.9412
5645,7024.1345
5646,14100.0618
5647,19428.0347
5648,18159.9917
5649,10327.1828
5650,27611.7893
5651,18799.0786
5652,9823.5211
5653,13829.9372
5654,5475.4286
5655,24114.7071
5656,372008.8879
5657,39354.8279
5658,20959.837
5659,4479.9527
5660,3747.7136
5661,6382.9548
5662,6607.4066
5663,5775.9475
5664,2327.5583
5665,1399.2179
5666,1764.1448
5667,3357.1533
5668,7322.6061
5669,2794.7062
5670,1663.2066
5671,8921.9978
5672,5680.7784
5673,4977.9024
5674,9028.9696
5675,6652.757
5676,8158.0359
5677,10051.7749
5678,9079.0935
5679,2249.9112
5680,3925.811
5681,6638.1227
5682,10841.8059
5683,8536.1692
5684,13591.2022
5685,27824.2131
5686,7881.3672
5687,131999.7143
5688,342656.5216
5689,931295.0024
5690,826113.1454
5691,463839.1046
5692,720549.0201
5693,461391.4055
5694,524926.7972
5695,547045.8661
5696,586305.4918
5697,519916.2628
5698,464099.1565
5699,650144.6348
5700,317907.3105
5701,394536.9605
5702,97861.1579
5703,212341.7979
5704,86456.1795
5705,345366.0075
5706,89693.6024
5707,68237.7835
5708,80464.8076
5709,123875.1407
5710,262280.0722
5711,396212.4393
5712,499163.3245
5713,417959.89
5714,545934.8504
5715,307979.1364
5716,333797.6018
5717,344071.1283
5718,470131.8805
5719,228640.5112
5720,247200.7865
5721,420693.978
5722,1133029.042
5723,375086.343
5724,347503.665
5725,359737.3974
5726,232530.3345
5727,197359.5405
5728,77482.1756
5729,160631.1752
5730,157886.7398
5731,624206.128
5732,1299570.017
5733,800662.074
5734,498775.3439
5735,332507.6259
5736,716008.1358
5737,591131.5335
5738,9578.5074
5739,178.2548
5740,0
5741,0
5742,0
5743,0
5744,0
5745,0
5746,0
5747,0
5748,0
5749,0
5750,0
5751,0
5752,0
5753,0
5754,0
5755,0
5756,0
5757,0
5758,0
5759,0
5760,0
5761,0
5762,0
5763,0
5764,0
5765,0
5766,0
5767,0
5768,0
5769,0
5770,0
5771,0
5772,0
5773,0
5774,0
5775,0
5776,0
5777,0
5778,0
5779,0
5780,0.4185
5781,162.1501
5782,713.2752
5783,2080.4733
5784,3858.4003
5785,1938.3635
5786,1071.7182
5787,1385.7355
5788,4016.5093
5789,1827.6731
5790,2473.6128
5791,7695.1033
5792,3185.4134
5793,2977.0015
5794,8650.3219
5795,20423.7158
5796,10798.7706
5797,4413.8672
5798,7059.4826
5799,15175.054
5800,23568.9606
5801,16283.8631
5802,14124.2069
5803,5757.4494
5804,2183.4416
5805,4867.4858
5806,2742.7255
5807,1939.4396
5808,1492.9908
5809,793.1653
5810,1423.4416
5811,2974.5746
5812,1925.2567
5813,1820.4063
5814,6116.367
5815,5923.4193
5816,2324.8086
5817,9625.1655
5818,12789.8584
5819,9282.9371
5820,4213.1591
5821,8681.0092
5822,1351.139
5823,2363.2768
5824,8595.998
5825,7350.4936
5826,7714.4963
5827,11885.3489
5828,7687.4183
5829,11880.1098
5830,3377.6537
5831,12232.6872
5832,63868.0886
5833,1374027.374
5834,8318013.07
5835,1965717.292
5836,676116.8078
5837,654016.227
5838,1047087.567
5839,482324.7256
5840,503734.6318
5841,720502.685
5842,425355.1996
5843,421990.993
5844,495305.2393
5845,339581.7289
5846,178698.58
5847,166648.2242
5848,119140.4541
5849,241206.5087
5850,148989.3036
5851,122057.13
5852,108437.4729
5853,185969.5141
5854,430030.8259
5855,640830.5538
5856,1069150.071
5857,355150.0533
5858,429090.8458
5859,415544.9158
5860,375695.4397
5861,206273.2871
5862,283333.4981
5863,994646.4363
5864,503742.3157
5865,675269.4976
5866,532950.4541
5867,393590.4526
5868,219075.6832
5869,78908.2886
5870,75446.8484
5871,140453.7562
5872,462896.2423
5873,138244.7151
5874,175582.5602
5875,330503.96
5876,276363.9418
5877,1824557.68
5878,357486.0011
5879,307694.923
5880,342091.5294
5881,710535.2486
5882,241147.5734
5883,0
5884,0
5885,0
5886,0
5887,0
5888,0
5889,0
5890,0
5891,0
5892,0
5893,0
5894,0
5895,0
5896,0
5897,0
5898,0
5899,0
5900,0
5901,0
5902,0
5903,0
5904,0
5905,0
5906,0
5907,0
5908,0
5909,0
5910,0
5911,0
5912,0
5913,0
5914,0
5915,0
5916,0
5917,0
5918,0
5919,0
5920,0
5921,0
5922,0
5923,1.8315
5924,22.1737
5925,849.185
5926,1602.985
5927,2146.2945
5928,1149.4472
5929,305.2515
5930,831.399
5931,643.7389
5932,578.3355
5933,516.9
5934,1127.6549
5935,4635.4122
5936,1624.2975
5937,1155.665
5938,1467.4438
5939,1775.9356
5940,432.9233
5941,588.7254
5942,1333.9982
5943,9715.7604
5944,13006.1741
5945,5993.954
5946,5192.5239
5947,3463.7656
5948,4579.7086
5949,3010.4644
5950,4771.0139
5951,1179.6501
5952,5161.1819
5953,5800.1245
5954,3744.7523
5955,3341.461
5956,10894.1172
5957,17645.9161
5958,7161.3944
5959,4994.3068
5960,5503.4579
5961,13954.652
5962,10542.9242
5963,16647.8074
5964,5026.0924
5965,6167.2943
5966,6727.5498
5967,10215.7713
5968,21180.1194
5969,7666.2788
5970,10217.9117
5971,20768.8596
5972,19794.3967
5973,46751.739
5974,43450.8579
5975,8151.7332
5976,10519.068
5977,926744.59
5978,1899254.467
5979,1691486.223
5980,802107.6342
5981,464600.9091
5982,723614.4184
5983,598556.3515
5984,1309194.26
5985,479144.3844
5986,761438.4926
5987,619536.7825
5988,417498.8262
5989,306345.846
5990,1106637.272
5991,303668.9158
5992,147638.2153
5993,228018.2092
5994,125541.1715
5995,114260.7069
5996,167031.8623
5997,850552.7434
5998,472392.8233
5999,243170.5574
6000,323122.4067
6001,461438.2628
6002,939472.419
6003,801054.8215
6004,618181.7568
6005,5099435.467
6006,1458551.359
6007,1503097.283
6008,707774.5263
6009,268668.1047
6010,426083.9089
6011,368576.1931
6012,463357.687
6013,172743.5933
6014,77380.0101
6015,87249.8111
6016,207912.4633
6017,258648.0261
6018,80629.5246
6019,165971.5187
6020,498229.6332
6021,911924.1919
6022,349722.6191
6023,900895.5572
6024,499230.4794
6025,426910.037
6026,348047.9097
6027,153.918
6028,0
6029,0
6030,0
6031,0
6032,0
6033,0
6034,0
6035,0
6036,0
6037,0
6038,0
6039,0
6040,0
6041,0
6042,0
6043,0
6044,0
6045,0
6046,0
6047,0
6048,0
6049,0
6050,0
6051,0
6052,0
6053,0
6054,0
6055,0
6056,0
6057,0
6058,0
6059,0
6060,0
6061,0
6062,0
6063,0
6064,0
6065,0
6066,0.6019
6067,336.2722
6068,933.446
6069,2380.849
6070,905.3998
6071,1048.4868
6072,398.5691
6073,235.2563
6074,790.5869
6075,474.152
6076,686.5756
6077,541.6505
6078,1597.267
6079,1944.0142
6080,849.7401
6081,1458.8322
6082,1104.021
6083,1473.1253
6084,2633.4067
6085,2114.1883
6086,2236.2418
6087,384.8364
6088,7784.0054
6089,7591.0938
6090,5482.4205
6091,3052.2319
6092,4787.8867
6093,4260.3121
6094,4456.5538
6095,3356.2564
6096,3561.9372
6097,6426.8362
6098,9286.2127
6099,5349.2191
6100,9865.2723
6101,10414.1074
6102,10770.6518
6103,15250.4237
6104,71812.0522
6105,6647.1323
6106,7908.0155
6107,8019.8607
6108,15059.3859
6109,14657.1023
6110,8333.8841
6111,3748.112
6112,9940.0219
6113,18258.1547
6114,13705.3546
6115,7867.4222
6116,3472.1278
6117,17032.0151
6118,15990.2465
6119,3426.4327
6120,13221.4253
6121,42623.2048
6122,387183.7918
6123,1203394.561
6124,539155.3618
6125,408895.6864
6126,324549.6609
6127,555271.2483
6128,600949.6769
6129,610699.7281
6130,502112.5245
6131,880265.5494
6132,465264.4401
6133,417620.5922
6134,503848.1997
6135,309449.8117
6136,235945.0673
6137,377998.3335
6138,237508.5331
6139,223744.0679
6140,192696.63
6141,135581.9205
6142,165163.3148
6143,314677.4167
6144,568862.0667
6145,409468.3454
6146,322514.9538
6147,583516.7794
6148,1187072.437
6149,2908275.763
6150,1049346.19
6151,710950.0846
6152,481955.0573
6153,295018.0924
6154,216493.3558
6155,597292.7326
6156,568125.3954
6157,811686.2158
6158,106733.8594
6159,126000.8054
6160,137128.7832
6161,132655.6373
6162,135349.4229
6163,210324.8122
6164,1183418.362
6165,2328991.73
6166,2290900.76
6167,1088264.618
6168,1218192.79
6169,3548130.652
6170,257029.8549
6171,40914.2917
6172,0
6173,0
6174,0
6175,0
6176,0
6177,0
6178,0
6179,0
6180,0
6181,0
6182,0
6183,0
6184,0
6185,0
6186,0
6187,0
6188,0
6189,0
6190,0
6191,0
6192,0
6193,0
6194,0
6195,0
6196,0
6197,0
6198,0
6199,0
6200,0
6201,0
6202,0
6203,0
6204,0
6205,0
6206,0
6207,0
6208,0
6209,0.0904
6210,5.0689
6211,1423.2344
6212,3981.4695
6213,1318.556
6214,178.5734
6215,723.2186
6216,258.0663
6217,356.0108
6218,336.0616
6219,570.9947
6220,855.9612
6221,1076.1119
6222,817.029
6223,464.2643
6224,795.4105
6225,1419.6677
6226,3996.2089
6227,3043.5587
6228,893.514
6229,708.0685
6230,1126.6544
6231,1846.5859
6232,2407.5774
6233,3619.0336
6234,5702.4392
6235,3529.3014
6236,3531.8123
6237,6527.91
6238,4671.3461
6239,6002.8059
6240,8926.1981
6241,7420.2366
6242,4047.1065
6243,7817.5937
6244,20601.1033
6245,8584.5237
6246,12172.4566
6247,15236.8499
6248,14294.4232
6249,5486.86
6250,5954.3326
6251,13388.2016
6252,12533.01
6253,12756.5664
6254,7239.5069
6255,14678.3542
6256,47134.4079
6257,12096.9876
6258,12508.6604
6259,4451.0424
6260,5514.7494
6261,43808.0711
6262,4814.5096
6263,3992.4198
6264,25380.3445
6265,64630.4139
6266,68899.0233
6267,361705.3997
6268,1164521.376
6269,275500.0035
6270,176269.8925
6271,526815.5721
6272,543968.0078
6273,521433.4651
6274,547629.1833
6275,355398.4949
6276,386372.3057
6277,312610.4732
6278,192488.2123
6279,88940.769
6280,152408.9555
6281,241618.7668
6282,47816.7479
6283,34686.9696
6284,102765.1992
6285,57926.0857
6286,112626.2077
6287,110183.4973
6288,196859.4617
6289,351955.0754
6290,201845.5318
6291,480148.9878
6292,983920.0839
6293,415852.5317
6294,376489.86
6295,408297.858
6296,245981.8481
6297,178979.8232
6298,140802.0905
6299,305150.3817
6300,554679.5335
6301,539874.3133
6302,684393.6338
6303,198818.2426
6304,241139.5669
6305,114739.0946
6306,281942.9045
6307,292302.401
6308,691700.3252
6309,5159382.626
6310,930385.9724
6311,728418.79
6312,1571249.143
6313,199464.6407
6314,651000.1374
6315,241866.047
6316,526.1119
6317,0
6318,0
6319,0
6320,0
6321,0
6322,0
6323,0
6324,0
6325,0
6326,0
6327,0
6328,0
6329,0
6330,0
6331,0
6332,0
6333,0
6334,0
6335,0
6336,0
6337,0
6338,0
6339,0
6340,0
6341,0
6342,0
6343,0
6344,0
6345,0
6346,0
6347,0
6348,0
6349,0
6350,554.9663
6351,0
6352,3.1371
6353,2.6274
6354,687.2505
6355,2713.3444
6356,364.2659
6357,253.7061
6358,46.8576
6359,470.8607
6360,512.6067
6361,1132.9343
6362,1287.2943
6363,1844.8782
6364,1139.3254
6365,1706.4562
6366,829.5787
6367,592.5154
6368,1534.0998
6369,2011.0891
6370,2462.6892
6371,981.422
6372,1467.8333
6373,3088.7545
6374,3742.9354
6375,2790.6877
6376,3791.5972
6377,8463.6775
6378,5417.3906
6379,67345.5765
6380,5154.8989
6381,12493.0863
6382,10708.2602
6383,18127.3813
6384,9656.1301
6385,17907.1302
6386,10339.8433
6387,12429.9961
6388,5869.3559
6389,5502.0149
6390,13170.8517
6391,7022.1552
6392,9138.346
6393,8222.042
6394,5288.5914
6395,15625.9071
6396,26274.204
6397,7317.9672
6398,11544.8555
6399,9288.3874
6400,8325.9341
6401,11699.2098
6402,10074.9666
6403,5059.4235
6404,6852.246
6405,30931.2741
6406,12645.1388
6407,8411.1103
6408,29651.5264
6409,23905.885
6410,27998.8761
6411,56240.9115
6412,407269.7703
6413,205335.4721
6414,138001.1571
6415,217095.4267
6416,264377.4836
6417,705283.0137
6418,487531.3919
6419,321763.0704
